state_id,run_id,agent_index,stratum_type,stratum,discovered_item_count
online_audit_controller/T5_requests_tls/seed05/independent_context,T5_online_seed05_independent_context_G3_agent02,2,source_family,tests/conftest.py,11
online_audit_controller/T5_requests_tls/seed05/independent_context,T5_online_seed05_independent_context_G3_agent02,2,source_family,tests/test_requests.py,30
online_audit_controller/T5_requests_tls/seed05/independent_context,T5_online_seed05_independent_context_G3_agent02,2,source_family,tests/testserver,16
online_audit_controller/T5_requests_tls/seed05/independent_context,T5_online_seed05_independent_context_G3_agent03,3,source_family,README.md,1
online_audit_controller/T5_requests_tls/seed05/independent_context,T5_online_seed05_independent_context_G3_agent03,3,source_family,docs/community,5
online_audit_controller/T5_requests_tls/seed05/independent_context,T5_online_seed05_independent_context_G3_agent03,3,source_family,docs/user,47
online_audit_controller/T5_requests_tls/seed05/independent_context,T5_online_seed05_independent_context_G3_agent03,3,source_family,src/requests,145
online_audit_controller/T5_requests_tls/seed05/independent_context,T5_online_seed05_independent_context_G3_agent03,3,source_family,tests/certs,0
online_audit_controller/T5_requests_tls/seed05/independent_context,T5_online_seed05_independent_context_G3_agent03,3,source_family,tests/conftest.py,0
online_audit_controller/T5_requests_tls/seed05/independent_context,T5_online_seed05_independent_context_G3_agent03,3,source_family,tests/test_requests.py,0
online_audit_controller/T5_requests_tls/seed05/independent_context,T5_online_seed05_independent_context_G3_agent03,3,source_family,tests/testserver,0
online_audit_controller/T5_requests_tls/seed05/prompt_diverse,T5_online_seed05_prompt_diverse_G3_agent01,1,source_family,README.md,1
online_audit_controller/T5_requests_tls/seed05/prompt_diverse,T5_online_seed05_prompt_diverse_G3_agent01,1,source_family,docs/community,11
online_audit_controller/T5_requests_tls/seed05/prompt_diverse,T5_online_seed05_prompt_diverse_G3_agent01,1,source_family,docs/user,50
online_audit_controller/T5_requests_tls/seed05/prompt_diverse,T5_online_seed05_prompt_diverse_G3_agent01,1,source_family,src/requests,149
online_audit_controller/T5_requests_tls/seed05/prompt_diverse,T5_online_seed05_prompt_diverse_G3_agent01,1,source_family,tests/certs,5
online_audit_controller/T5_requests_tls/seed05/prompt_diverse,T5_online_seed05_prompt_diverse_G3_agent01,1,source_family,tests/conftest.py,10
online_audit_controller/T5_requests_tls/seed05/prompt_diverse,T5_online_seed05_prompt_diverse_G3_agent01,1,source_family,tests/test_requests.py,26
online_audit_controller/T5_requests_tls/seed05/prompt_diverse,T5_online_seed05_prompt_diverse_G3_agent01,1,source_family,tests/testserver,17
online_audit_controller/T5_requests_tls/seed05/prompt_diverse,T5_online_seed05_prompt_diverse_G3_agent02,2,source_family,README.md,0
online_audit_controller/T5_requests_tls/seed05/prompt_diverse,T5_online_seed05_prompt_diverse_G3_agent02,2,source_family,docs/community,0
online_audit_controller/T5_requests_tls/seed05/prompt_diverse,T5_online_seed05_prompt_diverse_G3_agent02,2,source_family,docs/user,49
online_audit_controller/T5_requests_tls/seed05/prompt_diverse,T5_online_seed05_prompt_diverse_G3_agent02,2,source_family,src/requests,125
online_audit_controller/T5_requests_tls/seed05/prompt_diverse,T5_online_seed05_prompt_diverse_G3_agent02,2,source_family,tests/certs,5
online_audit_controller/T5_requests_tls/seed05/prompt_diverse,T5_online_seed05_prompt_diverse_G3_agent02,2,source_family,tests/conftest.py,10
online_audit_controller/T5_requests_tls/seed05/prompt_diverse,T5_online_seed05_prompt_diverse_G3_agent02,2,source_family,tests/test_requests.py,28
online_audit_controller/T5_requests_tls/seed05/prompt_diverse,T5_online_seed05_prompt_diverse_G3_agent02,2,source_family,tests/testserver,17
online_audit_controller/T5_requests_tls/seed05/prompt_diverse,T5_online_seed05_prompt_diverse_G3_agent03,3,source_family,README.md,1
online_audit_controller/T5_requests_tls/seed05/prompt_diverse,T5_online_seed05_prompt_diverse_G3_agent03,3,source_family,docs/community,8
online_audit_controller/T5_requests_tls/seed05/prompt_diverse,T5_online_seed05_prompt_diverse_G3_agent03,3,source_family,docs/user,52
online_audit_controller/T5_requests_tls/seed05/prompt_diverse,T5_online_seed05_prompt_diverse_G3_agent03,3,source_family,src/requests,131
online_audit_controller/T5_requests_tls/seed05/prompt_diverse,T5_online_seed05_prompt_diverse_G3_agent03,3,source_family,tests/certs,5
online_audit_controller/T5_requests_tls/seed05/prompt_diverse,T5_online_seed05_prompt_diverse_G3_agent03,3,source_family,tests/conftest.py,9
online_audit_controller/T5_requests_tls/seed05/prompt_diverse,T5_online_seed05_prompt_diverse_G3_agent03,3,source_family,tests/test_requests.py,31
online_audit_controller/T5_requests_tls/seed05/prompt_diverse,T5_online_seed05_prompt_diverse_G3_agent03,3,source_family,tests/testserver,15
online_audit_controller/T5_requests_tls/seed05/source_partitioned,T5_online_seed05_source_partitioned_G3_agent01,1,source_family,README.md,0
online_audit_controller/T5_requests_tls/seed05/source_partitioned,T5_online_seed05_source_partitioned_G3_agent01,1,source_family,docs/community,0
online_audit_controller/T5_requests_tls/seed05/source_partitioned,T5_online_seed05_source_partitioned_G3_agent01,1,source_family,docs/user,0
online_audit_controller/T5_requests_tls/seed05/source_partitioned,T5_online_seed05_source_partitioned_G3_agent01,1,source_family,src/requests,166
online_audit_controller/T5_requests_tls/seed05/source_partitioned,T5_online_seed05_source_partitioned_G3_agent01,1,source_family,tests/certs,0
online_audit_controller/T5_requests_tls/seed05/source_partitioned,T5_online_seed05_source_partitioned_G3_agent01,1,source_family,tests/conftest.py,0
online_audit_controller/T5_requests_tls/seed05/source_partitioned,T5_online_seed05_source_partitioned_G3_agent01,1,source_family,tests/test_requests.py,0
online_audit_controller/T5_requests_tls/seed05/source_partitioned,T5_online_seed05_source_partitioned_G3_agent01,1,source_family,tests/testserver,0
online_audit_controller/T5_requests_tls/seed05/source_partitioned,T5_online_seed05_source_partitioned_G3_agent02,2,source_family,README.md,0
online_audit_controller/T5_requests_tls/seed05/source_partitioned,T5_online_seed05_source_partitioned_G3_agent02,2,source_family,docs/community,0
online_audit_controller/T5_requests_tls/seed05/source_partitioned,T5_online_seed05_source_partitioned_G3_agent02,2,source_family,docs/user,0
online_audit_controller/T5_requests_tls/seed05/source_partitioned,T5_online_seed05_source_partitioned_G3_agent02,2,source_family,src/requests,0
online_audit_controller/T5_requests_tls/seed05/source_partitioned,T5_online_seed05_source_partitioned_G3_agent02,2,source_family,tests/certs,6
online_audit_controller/T5_requests_tls/seed05/source_partitioned,T5_online_seed05_source_partitioned_G3_agent02,2,source_family,tests/conftest.py,11
online_audit_controller/T5_requests_tls/seed05/source_partitioned,T5_online_seed05_source_partitioned_G3_agent02,2,source_family,tests/test_requests.py,36
online_audit_controller/T5_requests_tls/seed05/source_partitioned,T5_online_seed05_source_partitioned_G3_agent02,2,source_family,tests/testserver,16
online_audit_controller/T5_requests_tls/seed05/source_partitioned,T5_online_seed05_source_partitioned_G3_agent03,3,source_family,README.md,1
online_audit_controller/T5_requests_tls/seed05/source_partitioned,T5_online_seed05_source_partitioned_G3_agent03,3,source_family,docs/community,11
online_audit_controller/T5_requests_tls/seed05/source_partitioned,T5_online_seed05_source_partitioned_G3_agent03,3,source_family,docs/user,52
online_audit_controller/T5_requests_tls/seed05/source_partitioned,T5_online_seed05_source_partitioned_G3_agent03,3,source_family,src/requests,0
online_audit_controller/T5_requests_tls/seed05/source_partitioned,T5_online_seed05_source_partitioned_G3_agent03,3,source_family,tests/certs,0
online_audit_controller/T5_requests_tls/seed05/source_partitioned,T5_online_seed05_source_partitioned_G3_agent03,3,source_family,tests/conftest.py,0
online_audit_controller/T5_requests_tls/seed05/source_partitioned,T5_online_seed05_source_partitioned_G3_agent03,3,source_family,tests/test_requests.py,0
online_audit_controller/T5_requests_tls/seed05/source_partitioned,T5_online_seed05_source_partitioned_G3_agent03,3,source_family,tests/testserver,0
online_audit_controller/T5_requests_tls/seed06/homogeneous,T5_online_seed06_homogeneous_G3_agent01,1,source_family,README.md,1
online_audit_controller/T5_requests_tls/seed06/homogeneous,T5_online_seed06_homogeneous_G3_agent01,1,source_family,docs/community,9
online_audit_controller/T5_requests_tls/seed06/homogeneous,T5_online_seed06_homogeneous_G3_agent01,1,source_family,docs/user,46
online_audit_controller/T5_requests_tls/seed06/homogeneous,T5_online_seed06_homogeneous_G3_agent01,1,source_family,src/requests,157
online_audit_controller/T5_requests_tls/seed06/homogeneous,T5_online_seed06_homogeneous_G3_agent01,1,source_family,tests/certs,5
online_audit_controller/T5_requests_tls/seed06/homogeneous,T5_online_seed06_homogeneous_G3_agent01,1,source_family,tests/conftest.py,9
online_audit_controller/T5_requests_tls/seed06/homogeneous,T5_online_seed06_homogeneous_G3_agent01,1,source_family,tests/test_requests.py,26
online_audit_controller/T5_requests_tls/seed06/homogeneous,T5_online_seed06_homogeneous_G3_agent01,1,source_family,tests/testserver,17
online_audit_controller/T5_requests_tls/seed06/homogeneous,T5_online_seed06_homogeneous_G3_agent02,2,source_family,README.md,1
online_audit_controller/T5_requests_tls/seed06/homogeneous,T5_online_seed06_homogeneous_G3_agent02,2,source_family,docs/community,5
online_audit_controller/T5_requests_tls/seed06/homogeneous,T5_online_seed06_homogeneous_G3_agent02,2,source_family,docs/user,57
online_audit_controller/T5_requests_tls/seed06/homogeneous,T5_online_seed06_homogeneous_G3_agent02,2,source_family,src/requests,159
online_audit_controller/T5_requests_tls/seed06/homogeneous,T5_online_seed06_homogeneous_G3_agent02,2,source_family,tests/certs,5
online_audit_controller/T5_requests_tls/seed06/homogeneous,T5_online_seed06_homogeneous_G3_agent02,2,source_family,tests/conftest.py,10
online_audit_controller/T5_requests_tls/seed06/homogeneous,T5_online_seed06_homogeneous_G3_agent02,2,source_family,tests/test_requests.py,30
online_audit_controller/T5_requests_tls/seed06/homogeneous,T5_online_seed06_homogeneous_G3_agent02,2,source_family,tests/testserver,18
online_audit_controller/T5_requests_tls/seed06/homogeneous,T5_online_seed06_homogeneous_G3_agent03,3,source_family,README.md,1
online_audit_controller/T5_requests_tls/seed06/homogeneous,T5_online_seed06_homogeneous_G3_agent03,3,source_family,docs/community,7
online_audit_controller/T5_requests_tls/seed06/homogeneous,T5_online_seed06_homogeneous_G3_agent03,3,source_family,docs/user,47
online_audit_controller/T5_requests_tls/seed06/homogeneous,T5_online_seed06_homogeneous_G3_agent03,3,source_family,src/requests,134
online_audit_controller/T5_requests_tls/seed06/homogeneous,T5_online_seed06_homogeneous_G3_agent03,3,source_family,tests/certs,5
online_audit_controller/T5_requests_tls/seed06/homogeneous,T5_online_seed06_homogeneous_G3_agent03,3,source_family,tests/conftest.py,9
online_audit_controller/T5_requests_tls/seed06/homogeneous,T5_online_seed06_homogeneous_G3_agent03,3,source_family,tests/test_requests.py,37
online_audit_controller/T5_requests_tls/seed06/homogeneous,T5_online_seed06_homogeneous_G3_agent03,3,source_family,tests/testserver,15
online_audit_controller/T5_requests_tls/seed06/independent_context,T5_online_seed06_independent_context_G3_agent01,1,source_family,README.md,0
online_audit_controller/T5_requests_tls/seed06/independent_context,T5_online_seed06_independent_context_G3_agent01,1,source_family,docs/community,0
online_audit_controller/T5_requests_tls/seed06/independent_context,T5_online_seed06_independent_context_G3_agent01,1,source_family,docs/user,0
online_audit_controller/T5_requests_tls/seed06/independent_context,T5_online_seed06_independent_context_G3_agent01,1,source_family,src/requests,154
online_audit_controller/T5_requests_tls/seed06/independent_context,T5_online_seed06_independent_context_G3_agent01,1,source_family,tests/certs,7
online_audit_controller/T5_requests_tls/seed06/independent_context,T5_online_seed06_independent_context_G3_agent01,1,source_family,tests/conftest.py,10
online_audit_controller/T5_requests_tls/seed06/independent_context,T5_online_seed06_independent_context_G3_agent01,1,source_family,tests/test_requests.py,28
online_audit_controller/T5_requests_tls/seed06/independent_context,T5_online_seed06_independent_context_G3_agent01,1,source_family,tests/testserver,18
online_audit_controller/T5_requests_tls/seed06/independent_context,T5_online_seed06_independent_context_G3_agent02,2,source_family,README.md,1
online_audit_controller/T5_requests_tls/seed06/independent_context,T5_online_seed06_independent_context_G3_agent02,2,source_family,docs/community,13
online_audit_controller/T5_requests_tls/seed06/independent_context,T5_online_seed06_independent_context_G3_agent02,2,source_family,docs/user,51
online_audit_controller/T5_requests_tls/seed06/independent_context,T5_online_seed06_independent_context_G3_agent02,2,source_family,src/requests,0
online_audit_controller/T5_requests_tls/seed06/independent_context,T5_online_seed06_independent_context_G3_agent02,2,source_family,tests/certs,5
online_audit_controller/T5_requests_tls/seed06/independent_context,T5_online_seed06_independent_context_G3_agent02,2,source_family,tests/conftest.py,11
online_audit_controller/T5_requests_tls/seed06/independent_context,T5_online_seed06_independent_context_G3_agent02,2,source_family,tests/test_requests.py,34
online_audit_controller/T5_requests_tls/seed06/independent_context,T5_online_seed06_independent_context_G3_agent02,2,source_family,tests/testserver,18
online_audit_controller/T5_requests_tls/seed06/independent_context,T5_online_seed06_independent_context_G3_agent03,3,source_family,README.md,1
online_audit_controller/T5_requests_tls/seed06/independent_context,T5_online_seed06_independent_context_G3_agent03,3,source_family,docs/community,10
online_audit_controller/T5_requests_tls/seed06/independent_context,T5_online_seed06_independent_context_G3_agent03,3,source_family,docs/user,44
online_audit_controller/T5_requests_tls/seed06/independent_context,T5_online_seed06_independent_context_G3_agent03,3,source_family,src/requests,153
online_audit_controller/T5_requests_tls/seed06/independent_context,T5_online_seed06_independent_context_G3_agent03,3,source_family,tests/certs,0
online_audit_controller/T5_requests_tls/seed06/independent_context,T5_online_seed06_independent_context_G3_agent03,3,source_family,tests/conftest.py,0
online_audit_controller/T5_requests_tls/seed06/independent_context,T5_online_seed06_independent_context_G3_agent03,3,source_family,tests/test_requests.py,0
online_audit_controller/T5_requests_tls/seed06/independent_context,T5_online_seed06_independent_context_G3_agent03,3,source_family,tests/testserver,0
online_audit_controller/T5_requests_tls/seed06/prompt_diverse,T5_online_seed06_prompt_diverse_G3_agent01,1,source_family,README.md,1
online_audit_controller/T5_requests_tls/seed06/prompt_diverse,T5_online_seed06_prompt_diverse_G3_agent01,1,source_family,docs/community,8
online_audit_controller/T5_requests_tls/seed06/prompt_diverse,T5_online_seed06_prompt_diverse_G3_agent01,1,source_family,docs/user,52
online_audit_controller/T5_requests_tls/seed06/prompt_diverse,T5_online_seed06_prompt_diverse_G3_agent01,1,source_family,src/requests,156
online_audit_controller/T5_requests_tls/seed06/prompt_diverse,T5_online_seed06_prompt_diverse_G3_agent01,1,source_family,tests/certs,6
online_audit_controller/T5_requests_tls/seed06/prompt_diverse,T5_online_seed06_prompt_diverse_G3_agent01,1,source_family,tests/conftest.py,10
online_audit_controller/T5_requests_tls/seed06/prompt_diverse,T5_online_seed06_prompt_diverse_G3_agent01,1,source_family,tests/test_requests.py,42
online_audit_controller/T5_requests_tls/seed06/prompt_diverse,T5_online_seed06_prompt_diverse_G3_agent01,1,source_family,tests/testserver,16
online_audit_controller/T5_requests_tls/seed06/prompt_diverse,T5_online_seed06_prompt_diverse_G3_agent02,2,source_family,README.md,1
online_audit_controller/T5_requests_tls/seed06/prompt_diverse,T5_online_seed06_prompt_diverse_G3_agent02,2,source_family,docs/community,11
online_audit_controller/T5_requests_tls/seed06/prompt_diverse,T5_online_seed06_prompt_diverse_G3_agent02,2,source_family,docs/user,44
online_audit_controller/T5_requests_tls/seed06/prompt_diverse,T5_online_seed06_prompt_diverse_G3_agent02,2,source_family,src/requests,136
online_audit_controller/T5_requests_tls/seed06/prompt_diverse,T5_online_seed06_prompt_diverse_G3_agent02,2,source_family,tests/certs,5
online_audit_controller/T5_requests_tls/seed06/prompt_diverse,T5_online_seed06_prompt_diverse_G3_agent02,2,source_family,tests/conftest.py,9
online_audit_controller/T5_requests_tls/seed06/prompt_diverse,T5_online_seed06_prompt_diverse_G3_agent02,2,source_family,tests/test_requests.py,35
online_audit_controller/T5_requests_tls/seed06/prompt_diverse,T5_online_seed06_prompt_diverse_G3_agent02,2,source_family,tests/testserver,19
online_audit_controller/T5_requests_tls/seed06/prompt_diverse,T5_online_seed06_prompt_diverse_G3_agent03,3,source_family,README.md,1
online_audit_controller/T5_requests_tls/seed06/prompt_diverse,T5_online_seed06_prompt_diverse_G3_agent03,3,source_family,docs/community,7
online_audit_controller/T5_requests_tls/seed06/prompt_diverse,T5_online_seed06_prompt_diverse_G3_agent03,3,source_family,docs/user,51
online_audit_controller/T5_requests_tls/seed06/prompt_diverse,T5_online_seed06_prompt_diverse_G3_agent03,3,source_family,src/requests,139
online_audit_controller/T5_requests_tls/seed06/prompt_diverse,T5_online_seed06_prompt_diverse_G3_agent03,3,source_family,tests/certs,5
online_audit_controller/T5_requests_tls/seed06/prompt_diverse,T5_online_seed06_prompt_diverse_G3_agent03,3,source_family,tests/conftest.py,9
online_audit_controller/T5_requests_tls/seed06/prompt_diverse,T5_online_seed06_prompt_diverse_G3_agent03,3,source_family,tests/test_requests.py,35
online_audit_controller/T5_requests_tls/seed06/prompt_diverse,T5_online_seed06_prompt_diverse_G3_agent03,3,source_family,tests/testserver,15
online_audit_controller/T5_requests_tls/seed06/source_partitioned,T5_online_seed06_source_partitioned_G3_agent01,1,source_family,README.md,0
online_audit_controller/T5_requests_tls/seed06/source_partitioned,T5_online_seed06_source_partitioned_G3_agent01,1,source_family,docs/community,0
online_audit_controller/T5_requests_tls/seed06/source_partitioned,T5_online_seed06_source_partitioned_G3_agent01,1,source_family,docs/user,0
online_audit_controller/T5_requests_tls/seed06/source_partitioned,T5_online_seed06_source_partitioned_G3_agent01,1,source_family,src/requests,172
online_audit_controller/T5_requests_tls/seed06/source_partitioned,T5_online_seed06_source_partitioned_G3_agent01,1,source_family,tests/certs,0
online_audit_controller/T5_requests_tls/seed06/source_partitioned,T5_online_seed06_source_partitioned_G3_agent01,1,source_family,tests/conftest.py,0
online_audit_controller/T5_requests_tls/seed06/source_partitioned,T5_online_seed06_source_partitioned_G3_agent01,1,source_family,tests/test_requests.py,0
online_audit_controller/T5_requests_tls/seed06/source_partitioned,T5_online_seed06_source_partitioned_G3_agent01,1,source_family,tests/testserver,0
online_audit_controller/T5_requests_tls/seed06/source_partitioned,T5_online_seed06_source_partitioned_G3_agent02,2,source_family,README.md,0
online_audit_controller/T5_requests_tls/seed06/source_partitioned,T5_online_seed06_source_partitioned_G3_agent02,2,source_family,docs/community,0
online_audit_controller/T5_requests_tls/seed06/source_partitioned,T5_online_seed06_source_partitioned_G3_agent02,2,source_family,docs/user,0
online_audit_controller/T5_requests_tls/seed06/source_partitioned,T5_online_seed06_source_partitioned_G3_agent02,2,source_family,src/requests,0
online_audit_controller/T5_requests_tls/seed06/source_partitioned,T5_online_seed06_source_partitioned_G3_agent02,2,source_family,tests/certs,5
online_audit_controller/T5_requests_tls/seed06/source_partitioned,T5_online_seed06_source_partitioned_G3_agent02,2,source_family,tests/conftest.py,11
online_audit_controller/T5_requests_tls/seed06/source_partitioned,T5_online_seed06_source_partitioned_G3_agent02,2,source_family,tests/test_requests.py,38
online_audit_controller/T5_requests_tls/seed06/source_partitioned,T5_online_seed06_source_partitioned_G3_agent02,2,source_family,tests/testserver,17
online_audit_controller/T5_requests_tls/seed06/source_partitioned,T5_online_seed06_source_partitioned_G3_agent03,3,source_family,README.md,1
online_audit_controller/T5_requests_tls/seed06/source_partitioned,T5_online_seed06_source_partitioned_G3_agent03,3,source_family,docs/community,11
online_audit_controller/T5_requests_tls/seed06/source_partitioned,T5_online_seed06_source_partitioned_G3_agent03,3,source_family,docs/user,51
online_audit_controller/T5_requests_tls/seed06/source_partitioned,T5_online_seed06_source_partitioned_G3_agent03,3,source_family,src/requests,0
online_audit_controller/T5_requests_tls/seed06/source_partitioned,T5_online_seed06_source_partitioned_G3_agent03,3,source_family,tests/certs,0
online_audit_controller/T5_requests_tls/seed06/source_partitioned,T5_online_seed06_source_partitioned_G3_agent03,3,source_family,tests/conftest.py,0
online_audit_controller/T5_requests_tls/seed06/source_partitioned,T5_online_seed06_source_partitioned_G3_agent03,3,source_family,tests/test_requests.py,0
online_audit_controller/T5_requests_tls/seed06/source_partitioned,T5_online_seed06_source_partitioned_G3_agent03,3,source_family,tests/testserver,0
online_audit_controller/T5_requests_tls/seed07/homogeneous,T5_online_seed07_homogeneous_G3_agent01,1,source_family,README.md,1
